TreeName,BotanicalName,Latitude,Longitude,Link
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04559,80.25281,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04562,80.25279,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04562,80.25277,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04557,80.25272,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04556,80.25271,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04547,80.25291,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04551,80.25284,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04544,80.2529,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04738,80.25378,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.0475,80.25388,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.0475,80.25387,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04748,80.25385,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04737,80.25383,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04737,80.25382,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04728,80.25386,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04725,80.25387,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04716,80.25392,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04713,80.25396,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04713,80.25402,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04715,80.25407,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cuban Royal Palm | Bottle Panai,Roystonea regia (Kunth) O.F.Cook,13.04717,80.25412,https://stellamariscollege.edu.in/FLORA/Roystonea_regia.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.) Merr.,13.04616,80.25263,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.) Merr.,13.04558,80.25258,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.) Merr.,13.04745,80.25255,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.) Merr.,13.04701,80.25285,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.) Merr.,13.04686,80.2527,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.) Merr.,13.04687,80.25269,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.) Merr.,13.04701,80.2528,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.) Merr.,13.04706,80.25282,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.)Merr.,13.04761,80.25341,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.)Merr.,13.04767,80.25346,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.)Merr.,13.04773,80.25348,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Cow Tamarind | Thoongumoonji Maram,Samanea saman (Jacq.)Merr.,13.04491,80.25347,https://stellamariscollege.edu.in/FLORA/Samanea_saman_Merr.pdf
Asoka Tree | Asoka Maram,Saraca asoca (Roxb.) W.J.de Wilde,13.04597,80.25346,https://stellamariscollege.edu.in/FLORA/Saraca_asoca.pdf
Siamese Senna | Manjal Kondrai,Senna siamea (Lam.) H.S.Irwin & Barneby,13.04756,80.25371,https://stellamariscollege.edu.in/FLORA/Senna_siamea.pdf
Siamese Senna | Manjal Kondrai,Senna siamea (Lam.) H.S.Irwin & Barneby,13.04766,80.25378,https://stellamariscollege.edu.in/FLORA/Senna_siamea.pdf
"Horse Almond, Java Olive | Kudirai Pidukku",Sterculia fioetida L.,13.04568,80.25269,https://stellamariscollege.edu.in/FLORA/Sterculia_fioetida_L.pdf
Foetid tree,Sterculia foetida L.,13.04509,80.25207,https://stellamariscollege.edu.in/FLORA/Sterculia_fioetida_L.pdf
Mexican Rosy trumpet,Tabebuia rosea ( Bertol.)Bertero ex.A.DC.,13.04643,80.25247,https://stellamariscollege.edu.in/FLORA/Tabebuia_rosea.pdf
Mexican Rosy Trumpet,Tabebuia rosea (Bertol.) Bertero ex A.DC.,13.0456,80.25223,https://stellamariscollege.edu.in/FLORA/Tabebuia_rosea.pdf
Mexican Rosy Trumpet,Tabebuia rosea (Bertol.) Bertero ex A.DC.,13.04559,80.25224,https://stellamariscollege.edu.in/FLORA/Tabebuia_rosea.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04774,80.25349,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04779,80.25339,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04614,80.25314,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04597,80.25371,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04597,80.25371,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04616,80.2532,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04595,80.25361,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04668,80.25415,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04645,80.2525,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04642,80.25251,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04654,80.25258,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04693,80.2527,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04573,80.25451,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04498,80.25424,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Tamarind tree | Puliya Maram,Tamarindus indica L.,13.04578,80.25343,https://stellamariscollege.edu.in/FLORA/Tamarindus_indica_L.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04671,80.25255,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04669,80.2525,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04668,80.25249,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04665,80.25246,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04663,80.25245,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.0466,80.25246,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04659,80.25244,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04647,80.25241,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04646,80.25238,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04595,80.25456,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04607,80.25457,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L. f. ,13.04619,80.25458,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Teak | Thekku,Tectona grandis L.f.,13.0477,80.25345,https://stellamariscollege.edu.in/FLORA/Tectona_grandis.pdf
Indian Almond Tree | Naatu Vadhumai,Terminalia catappa L.,13.04562,80.25318,https://stellamariscollege.edu.in/FLORA/Terminalia_catappa_L.pdf
Indian Almond Tree | Naatu Vadhumai,Terminalia catappa L.,13.04549,80.25315,https://stellamariscollege.edu.in/FLORA/Terminalia_catappa_L.pdf
Indian Almond Tree | Naatu Vadhumai,Terminalia catappa L.,13.04617,80.25256,https://stellamariscollege.edu.in/FLORA/Terminalia_catappa_L.pdf
"Cork Tree, Portia Tree | Poovarasu",Thespesia populnea (L.) Sol. ex Correa,13.04592,80.25284,https://stellamariscollege.edu.in/FLORA/Thespesia_populnea.pdf
,,,,
